order,fold,chunk_size,overlap,c,class_weight,min_char_count,fit_work_groups,holdout_work_groups,fit_documents,holdout_documents,accuracy,macro_f1,balanced_accuracy
44,3,1280,0,0.3,,20,267,67,270,67,0.8656716417910447,0.8608877233877233,0.8833333333333334
44,4,1280,0,0.3,,20,267,67,270,67,0.9104477611940298,0.9098968008255934,0.9180952380952382
44,5,1280,0,0.3,,20,268,66,268,69,0.8636363636363636,0.8521159542212174,0.8525324675324676
45,1,1280,0,0.3,balanced,20,267,67,270,67,0.8656716417910447,0.8535317460317462,0.8503174603174604
45,2,1280,0,0.3,balanced,20,267,67,270,67,0.835820895522388,0.8564005602240897,0.8466666666666667
45,3,1280,0,0.3,balanced,20,267,67,270,67,0.8955223880597015,0.8930211558307534,0.9125
45,4,1280,0,0.3,balanced,20,267,67,270,67,0.9253731343283582,0.9237233191644958,0.9312698412698414
45,5,1280,0,0.3,balanced,20,268,66,268,69,0.8939393939393939,0.8839253393665158,0.8918181818181818
46,1,1280,0,1.0,,20,267,67,270,67,0.8208955223880597,0.7854409642644936,0.7928571428571429
46,2,1280,0,1.0,,20,267,67,270,67,0.835820895522388,0.8401822738664844,0.8388888888888889
46,3,1280,0,1.0,,20,267,67,270,67,0.8507462686567164,0.8487723387723388,0.869047619047619
46,4,1280,0,1.0,,20,267,67,270,67,0.9253731343283582,0.9277600486888413,0.9323809523809524
46,5,1280,0,1.0,,20,268,66,268,69,0.8484848484848485,0.8311635732688364,0.835865800865801
47,1,1280,0,1.0,balanced,20,267,67,270,67,0.8656716417910447,0.8535317460317462,0.8503174603174604
47,2,1280,0,1.0,balanced,20,267,67,270,67,0.835820895522388,0.8564005602240897,0.8466666666666667
47,3,1280,0,1.0,balanced,20,267,67,270,67,0.8955223880597015,0.8930211558307534,0.9125
47,4,1280,0,1.0,balanced,20,267,67,270,67,0.9253731343283582,0.9237233191644958,0.9312698412698414
47,5,1280,0,1.0,balanced,20,268,66,268,69,0.8939393939393939,0.8870299145299146,0.8918181818181818
48,1,1280,0,3.0,,20,267,67,270,67,0.8208955223880597,0.7854409642644936,0.7928571428571429
48,2,1280,0,3.0,,20,267,67,270,67,0.8507462686567164,0.8622499430394168,0.8588888888888888
48,3,1280,0,3.0,,20,267,67,270,67,0.8656716417910447,0.8630147630147631,0.881547619047619
48,4,1280,0,3.0,,20,267,67,270,67,0.9253731343283582,0.9277600486888413,0.9323809523809524
48,5,1280,0,3.0,,20,268,66,268,69,0.8484848484848485,0.835107423536216,0.835865800865801
49,1,1280,0,3.0,balanced,20,267,67,270,67,0.8656716417910447,0.8535317460317462,0.8503174603174604
49,2,1280,0,3.0,balanced,20,267,67,270,67,0.835820895522388,0.8564005602240897,0.8466666666666667
49,3,1280,0,3.0,balanced,20,267,67,270,67,0.8805970149253731,0.881162181471779,0.8982142857142857
49,4,1280,0,3.0,balanced,20,267,67,270,67,0.9253731343283582,0.9237233191644958,0.9312698412698414
49,5,1280,0,3.0,balanced,20,268,66,268,69,0.8787878787878788,0.8660775335775336,0.8751515151515152
50,1,1280,640,0.03,,20,267,67,270,67,0.7761194029850746,0.7445067213488266,0.7531746031746032
50,2,1280,640,0.03,,20,267,67,270,67,0.8656716417910447,0.862286554175099,0.8738888888888889
50,3,1280,640,0.03,,20,267,67,270,67,0.8507462686567164,0.8545501883737178,0.8683333333333334
50,4,1280,640,0.03,,20,267,67,270,67,0.8955223880597015,0.8950983519404572,0.9038095238095238
50,5,1280,640,0.03,,20,268,66,268,69,0.8939393939393939,0.886910866910867,0.8834848484848485
51,1,1280,640,0.03,balanced,20,267,67,270,67,0.9104477611940298,0.9078778677462889,0.9046031746031747
51,2,1280,640,0.03,balanced,20,267,67,270,67,0.8507462686567164,0.8665953654188948,0.8716666666666665
51,3,1280,640,0.03,balanced,20,267,67,270,67,0.8955223880597015,0.8986221234905445,0.9058333333333334
51,4,1280,640,0.03,balanced,20,267,67,270,67,0.9253731343283582,0.9298834498834498,0.9323809523809524
51,5,1280,640,0.03,balanced,20,268,66,268,69,0.9090909090909091,0.9042748917748918,0.9084848484848485
