order,fold,chunk_size,overlap,c,class_weight,min_char_count,fit_work_groups,holdout_work_groups,fit_documents,holdout_documents,accuracy,macro_f1,balanced_accuracy
48,5,1280,0,3.0,,20,841,210,841,210,0.8714285714285714,0.8490800857182664,0.8637186533305508
49,1,1280,0,3.0,balanced,20,840,211,840,211,0.8625592417061612,0.8474807710698327,0.8666213694409182
49,2,1280,0,3.0,balanced,20,841,210,841,210,0.8476190476190476,0.8060338464660703,0.8242901626360272
49,3,1280,0,3.0,balanced,20,841,210,841,210,0.9238095238095239,0.8899935567168166,0.8990796797187774
49,4,1280,0,3.0,balanced,20,841,210,841,210,0.8952380952380953,0.8691203676403078,0.8910954333886664
49,5,1280,0,3.0,balanced,20,841,210,841,210,0.8666666666666667,0.8318398207237454,0.8548615857826385
50,1,1280,640,0.03,,20,840,211,840,211,0.8530805687203792,0.8225205983891316,0.8289199730929054
50,2,1280,640,0.03,,20,841,210,841,210,0.8095238095238095,0.7636209457416887,0.7695831841508533
50,3,1280,640,0.03,,20,841,210,841,210,0.9,0.8707590875300066,0.877192168733522
50,4,1280,640,0.03,,20,841,210,841,210,0.8904761904761904,0.8597139204494817,0.856296585619894
50,5,1280,640,0.03,,20,841,210,841,210,0.8714285714285714,0.852571771839379,0.8504050663327533
51,1,1280,640,0.03,balanced,20,840,211,840,211,0.8672985781990521,0.8525687828706404,0.8820397856112142
51,2,1280,640,0.03,balanced,20,841,210,841,210,0.8571428571428571,0.8180115718857709,0.835222254771127
51,3,1280,640,0.03,balanced,20,841,210,841,210,0.9238095238095239,0.9079282112450333,0.9210542590241839
51,4,1280,640,0.03,balanced,20,841,210,841,210,0.8952380952380953,0.874049502788886,0.8817823780229797
51,5,1280,640,0.03,balanced,20,841,210,841,210,0.8857142857142857,0.853578936542653,0.8754357484620643
52,1,1280,640,0.1,,20,840,211,840,211,0.8530805687203792,0.8231185567098879,0.8368147099350106
52,2,1280,640,0.1,,20,841,210,841,210,0.8238095238095238,0.7728160054418812,0.7818439497010925
52,3,1280,640,0.1,,20,841,210,841,210,0.919047619047619,0.8978696758618225,0.9006347036422225
52,4,1280,640,0.1,,20,841,210,841,210,0.8904761904761904,0.8596803559523286,0.856296585619894
52,5,1280,640,0.1,,20,841,210,841,210,0.8761904761904762,0.8614416852664168,0.8609313821222269
