order,fold,chunk_size,overlap,c,class_weight,min_char_count,fit_work_groups,holdout_work_groups,fit_documents,holdout_documents,accuracy,macro_f1,balanced_accuracy
50,4,1280,640,0.03,,20,841,210,841,210,0.8571428571428571,0.8120127497100694,0.8229001887836475
50,5,1280,640,0.03,,20,841,210,841,210,0.8238095238095238,0.7816255073221017,0.7851678071547599
51,1,1280,640,0.03,balanced,20,840,211,840,211,0.8625592417061612,0.8368990663311082,0.8563728043051351
51,2,1280,640,0.03,balanced,20,841,210,841,210,0.8714285714285714,0.8418713967250405,0.8613601102322906
51,3,1280,640,0.03,balanced,20,841,210,841,210,0.9047619047619048,0.8774062925378715,0.8946042053184909
51,4,1280,640,0.03,balanced,20,841,210,841,210,0.8761904761904762,0.8443612705651367,0.8759235751716955
51,5,1280,640,0.03,balanced,20,841,210,841,210,0.8476190476190476,0.8029078613652437,0.835475458125834
52,1,1280,640,0.1,,20,840,211,840,211,0.8483412322274881,0.8149614118581348,0.8160772602501926
52,2,1280,640,0.1,,20,841,210,841,210,0.8238095238095238,0.7899803714863006,0.7953792761123588
52,3,1280,640,0.1,,20,841,210,841,210,0.8666666666666667,0.8127635023655562,0.8327596588874785
